index,field,pv,value,record_type
707,enabled,SR08C-DI-EBPM-03:CF:ENABLED_S,1,ai
710,error_sum,SR08A-PC-HSTR-03:ERCSUM,0,ai
710,error_sum,SR08A-PC-VSTR-03:ERCSUM,0,ai
710,state,SR08A-PC-HSTR-03:STATE,2,ai
710,state,SR08A-PC-VSTR-03:STATE,2,ai
715,enabled,SR08C-DI-EBPM-04:CF:ENABLED_S,1,ai
718,error_sum,SR08A-PC-HSTR-04:ERCSUM,0,ai
718,error_sum,SR08A-PC-VSTR-04:ERCSUM,0,ai
718,state,SR08A-PC-HSTR-04:STATE,2,ai
718,state,SR08A-PC-VSTR-04:STATE,2,ai
724,error_sum,SR08A-PC-HSTR-05:ERCSUM,0,ai
724,error_sum,SR08A-PC-VSTR-05:ERCSUM,0,ai
724,state,SR08A-PC-HSTR-05:STATE,2,ai
724,state,SR08A-PC-VSTR-05:STATE,2,ai
729,enabled,SR08C-DI-EBPM-05:CF:ENABLED_S,1,ai
734,error_sum,SR08A-PC-HSTR-06:ERCSUM,0,ai
734,error_sum,SR08A-PC-VSTR-06:ERCSUM,0,ai
734,state,SR08A-PC-HSTR-06:STATE,2,ai
734,state,SR08A-PC-VSTR-06:STATE,2,ai
737,offset,SR08A-PC-Q3D-08:OFFSET1,0,ai
739,enabled,SR08C-DI-EBPM-06:CF:ENABLED_S,1,ai
741,offset,SR08A-PC-Q2D-09:OFFSET1,0,ai
744,error_sum,SR08A-PC-HSTR-07:ERCSUM,0,ai
744,error_sum,SR08A-PC-VSTR-07:ERCSUM,0,ai
744,state,SR08A-PC-HSTR-07:STATE,2,ai
744,state,SR08A-PC-VSTR-07:STATE,2,ai
747,offset,SR08A-PC-Q1D-10:OFFSET1,0,ai
755,enabled,SR08C-DI-EBPM-07:CF:ENABLED_S,1,ai
767,enabled,SR09S-DI-EBPM-01:CF:ENABLED_S,1,ai
769,error_sum,SR09S-PC-HSTR-01:ERCSUM,0,ai
769,state,SR09S-PC-HSTR-01:STATE,2,ai
770,error_sum,SR09S-PC-VSTR-01:ERCSUM,0,ai
770,state,SR09S-PC-VSTR-01:STATE,2,ai
780,enabled,SR09S-DI-EBPM-02:CF:ENABLED_S,1,ai
